ID,Component,Brand Scope,Region Scope,Priority,Automatable,Description,Preconditions,Steps,Expected Result,Test Data,Linked Spec File,Notes
PD-011,Content Sections,all,all,High,Y,Accordion sections (Description/Details/Shipping) visible and can be expanded,PDP has accordion content,"1. Open PDP 2. Locate accordion sections 3. Click each section to expand","Sections expand to reveal content; collapsed sections collapse cleanly.",Product URL from testData,tests/smoke/pdp.spec.ts,—
PD-012,Payment Msg,all,all,High,Y,Afterpay payment messaging is visible on PDP for an in-stock product,Brand has Afterpay enabled; product is in-stock,1. Open PDP 2. Inspect payment/financing messaging area,Payment messaging (Afterpay or similar) visible and non-empty.,Product URL from testData,tests/smoke/pdp.spec.ts,—
PD-013,Cart Count,all,all,High,Y,Header cart count increments correctly after ATC from PDP,Empty or known cart state,"1. Note header cart count baseline 2. Add product to cart 3. Read header count",Count has increased by the quantity added.,Product URL from testData,tests/smoke/pdp.spec.ts,Covered by PD-002 but isolated here for count-specific assertion
PD-014,Breadcrumb,all,all,Medium,Y,Breadcrumb visible and category link navigates to the correct PLP,PDP loaded with breadcrumb,"1. Open PDP 2. Locate breadcrumb 3. Click the category link (second-to-last crumb)",URL changes to a category or PLP path; page loads correctly.,Product URL from testData,tests/smoke/pdp.spec.ts,—
PD-015,Wishlist,all,all,Medium,Y,Wishlist button is visible on PDP,PDP loaded; wishlist feature enabled,1. Open PDP 2. Locate wishlist button/icon,Wishlist entry point (heart icon or Add to Wishlist button) is visible.,Product URL from testData,tests/smoke/pdp.spec.ts,—
PD-016,Sticky ATC,all,all,Medium,Y,Sticky ATC bar appears when scrolling past the main ATC button,PDP with sticky ATC enabled,"1. Open PDP 2. Scroll past the main ATC button",Sticky ATC bar becomes visible and contains an ATC/ATB button.,Product URL from testData,tests/smoke/pdp.spec.ts,—
PD-017,Add to Cart,all,all,Medium,Y,Qty selector present; changing qty before ATC adds the correct quantity to cart,PDP has qty selector; product in-stock with options selected,"1. Open PDP 2. Set qty to 2 3. Select colour + size 4. Click Add to Cart 5. Open mini-cart",Cart shows the product with qty 2.,Product URL from testData,tests/smoke/pdp.spec.ts,—
PD-018,Recommendations,all,all,Medium,Y,Recommendations module visible below the product details fold,Recommendations feature enabled,"1. Open PDP 2. Scroll to bottom of product area",Recommendations section visible with at least one product card.,Product URL from testData,tests/smoke/pdp.spec.ts,—
PD-019,Responsive,all,all,Medium,Y,PDP is functional on mobile viewport and ATC button is accessible,"Mobile viewport 390×844; in-stock product","1. Open PDP on mobile 2. Select colour and size 3. Tap Add to Cart/Bag",ATC button visible; product added to cart; header count increments.,Product URL from testData,tests/smoke/pdp.spec.ts,—
PD-020,Analytics,all,all,Low,Partial,ATC from PDP fires a dataLayer add-to-cart event,Analytics tools available; in-stock product,"1. Intercept dataLayer.push 2. Add product to cart from PDP 3. Read captured events",At least one event matching /add_to_cart|addToCart/i captured.,Product URL from testData,tests/smoke/pdp.spec.ts,Partial — event fires verified; payload schema not validated
PD-drm-001,Add to Cart,drm,all,High,Y,Dr. Martens ATC button label is 'Add to Bag' not 'Add to Cart',Dr. Martens project; in-stock product PDP loaded,1. Open PDP 2. Inspect primary ATC button label,Button text matches /add to bag/i. Does NOT match /add to cart/i.,Product URL from testData,tests/smoke/pdp.spec.ts,DRM brand selectors override ATC label — validate against selectors
PD-drm-002,Store Finder,drm,all,High,Y,Dr. Martens Find in Store entry point visible and modal opens,Dr. Martens project; PDP loaded,"1. Open PDP 2. Locate Find in Store link/button 3. Click it",Find in Store entry point visible; clicking opens a modal or page with store search input.,Product URL from testData,tests/smoke/pdp.spec.ts,DRM-specific feature per site-structure.md
PD-van-001,Reviews,van,all,High,Y,Vans PDP shows Bazaarvoice reviews — ratings and review count visible,Vans project; PDP loaded for a product with reviews,"1. Open PDP 2. Scroll to reviews section 3. Inspect review stars and count",Rating star widget and review count (≥ 0) visible and non-empty.,Product URL from testData,tests/smoke/pdp.spec.ts,Bazaarvoice is Vans-only per site-structure.md; skip if product has no reviews
PD-van-002,Size Rec,van,all,Medium,Y,Vans PDP shows TrueFit size recommendation entry point,Vans project; PDP loaded for a footwear product,"1. Open PDP 2. Locate TrueFit widget or 'What's my size?' CTA",TrueFit widget or CTA visible near size selector.,Product URL from testData,tests/smoke/pdp.spec.ts,TrueFit enabled via truefitcorp.com script on Vans; may not appear on all product types
